filename,NOSE_x,NOSE_y,NOSE_score,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_score,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_score,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_score,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_score,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_score,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_score,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_score,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_score,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_score,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_score,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_score,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_score,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_score,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_score,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_score,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_score,class_no,class_name
KneePushUp/images - Copy (4).jpg,58.0,49.0,0.73839605,61.0,40.0,0.61549157,56.0,41.0,0.85897154,82.0,30.0,0.8349669,71.0,33.0,0.8427123,123.0,49.0,0.80657804,77.0,56.0,0.87451684,130.0,114.0,0.8576237,86.0,104.0,0.9000838,118.0,167.0,0.77477217,86.0,152.0,0.7277849,168.0,101.0,0.7021911,149.0,107.0,0.7066714,203.0,146.0,0.93886656,187.0,138.0,0.8092438,226.0,89.0,0.71717864,219.0,86.0,0.6999096,0,KneePushUp
KneePushUp/images - Copy (5).jpg,58.0,49.0,0.73839605,61.0,40.0,0.61549157,56.0,41.0,0.85897154,82.0,30.0,0.8349669,71.0,33.0,0.8427123,123.0,49.0,0.80657804,77.0,56.0,0.87451684,130.0,114.0,0.8576237,86.0,104.0,0.9000838,118.0,167.0,0.77477217,86.0,152.0,0.7277849,168.0,101.0,0.7021911,149.0,107.0,0.7066714,203.0,146.0,0.93886656,187.0,138.0,0.8092438,226.0,89.0,0.71717864,219.0,86.0,0.6999096,0,KneePushUp
KneePushUp/images - Copy (6).jpg,58.0,49.0,0.73839605,61.0,40.0,0.61549157,56.0,41.0,0.85897154,82.0,30.0,0.8349669,71.0,33.0,0.8427123,123.0,49.0,0.80657804,77.0,56.0,0.87451684,130.0,114.0,0.8576237,86.0,104.0,0.9000838,118.0,167.0,0.77477217,86.0,152.0,0.7277849,168.0,101.0,0.7021911,149.0,107.0,0.7066714,203.0,146.0,0.93886656,187.0,138.0,0.8092438,226.0,89.0,0.71717864,219.0,86.0,0.6999096,0,KneePushUp
KneePushUp/images - Copy.jpg,58.0,49.0,0.73839605,61.0,40.0,0.61549157,56.0,41.0,0.85897154,82.0,30.0,0.8349669,71.0,33.0,0.8427123,123.0,49.0,0.80657804,77.0,56.0,0.87451684,130.0,114.0,0.8576237,86.0,104.0,0.9000838,118.0,167.0,0.77477217,86.0,152.0,0.7277849,168.0,101.0,0.7021911,149.0,107.0,0.7066714,203.0,146.0,0.93886656,187.0,138.0,0.8092438,226.0,89.0,0.71717864,219.0,86.0,0.6999096,0,KneePushUp
KneePushUp/images.jpg,58.0,49.0,0.73839605,61.0,40.0,0.61549157,56.0,41.0,0.85897154,82.0,30.0,0.8349669,71.0,33.0,0.8427123,123.0,49.0,0.80657804,77.0,56.0,0.87451684,130.0,114.0,0.8576237,86.0,104.0,0.9000838,118.0,167.0,0.77477217,86.0,152.0,0.7277849,168.0,101.0,0.7021911,149.0,107.0,0.7066714,203.0,146.0,0.93886656,187.0,138.0,0.8092438,226.0,89.0,0.71717864,219.0,86.0,0.6999096,0,KneePushUp
KneePushUp/index.jpg,44.0,63.0,0.849571,43.0,57.0,0.61486894,42.0,57.0,0.71280354,55.0,52.0,0.83772236,53.0,52.0,0.85798734,74.0,71.0,0.70691764,81.0,55.0,0.71969235,89.0,111.0,0.869668,88.0,91.0,0.67580795,90.0,153.0,0.9397309,88.0,121.0,0.6840776,137.0,103.0,0.9188268,138.0,96.0,0.85651463,187.0,137.0,0.81109124,184.0,125.0,0.7498433,225.0,92.0,0.62956613,220.0,87.0,0.8176193,0,KneePushUp
KneePushUp/intro-1600460687 - Copy (2).jpg,749.0,248.0,0.72112864,759.0,229.0,0.6731639,760.0,227.0,0.6633366,730.0,188.0,0.7852572,728.0,190.0,0.853017,624.0,212.0,0.9021605,628.0,213.0,0.89564097,604.0,346.0,0.57734746,624.0,361.0,0.77783096,623.0,450.0,0.7504061,653.0,492.0,0.8969475,390.0,337.0,0.8058577,392.0,352.0,0.7977518,226.0,442.0,0.7261646,210.0,468.0,0.7992631,196.0,281.0,0.6654576,172.0,285.0,0.5433373,0,KneePushUp
KneePushUp/intro-1600460687 - Copy (3).jpg,749.0,248.0,0.72112864,759.0,229.0,0.6731639,760.0,227.0,0.6633366,730.0,188.0,0.7852572,728.0,190.0,0.853017,624.0,212.0,0.9021605,628.0,213.0,0.89564097,604.0,346.0,0.57734746,624.0,361.0,0.77783096,623.0,450.0,0.7504061,653.0,492.0,0.8969475,390.0,337.0,0.8058577,392.0,352.0,0.7977518,226.0,442.0,0.7261646,210.0,468.0,0.7992631,196.0,281.0,0.6654576,172.0,285.0,0.5433373,0,KneePushUp
KneePushUp/intro-1600460687 - Copy (4).jpg,749.0,248.0,0.72112864,759.0,229.0,0.6731639,760.0,227.0,0.6633366,730.0,188.0,0.7852572,728.0,190.0,0.853017,624.0,212.0,0.9021605,628.0,213.0,0.89564097,604.0,346.0,0.57734746,624.0,361.0,0.77783096,623.0,450.0,0.7504061,653.0,492.0,0.8969475,390.0,337.0,0.8058577,392.0,352.0,0.7977518,226.0,442.0,0.7261646,210.0,468.0,0.7992631,196.0,281.0,0.6654576,172.0,285.0,0.5433373,0,KneePushUp
KneePushUp/intro-1600460687 - Copy (5).jpg,749.0,248.0,0.72112864,759.0,229.0,0.6731639,760.0,227.0,0.6633366,730.0,188.0,0.7852572,728.0,190.0,0.853017,624.0,212.0,0.9021605,628.0,213.0,0.89564097,604.0,346.0,0.57734746,624.0,361.0,0.77783096,623.0,450.0,0.7504061,653.0,492.0,0.8969475,390.0,337.0,0.8058577,392.0,352.0,0.7977518,226.0,442.0,0.7261646,210.0,468.0,0.7992631,196.0,281.0,0.6654576,172.0,285.0,0.5433373,0,KneePushUp
KneePushUp/intro-1600460687 - Copy (6).jpg,749.0,248.0,0.72112864,759.0,229.0,0.6731639,760.0,227.0,0.6633366,730.0,188.0,0.7852572,728.0,190.0,0.853017,624.0,212.0,0.9021605,628.0,213.0,0.89564097,604.0,346.0,0.57734746,624.0,361.0,0.77783096,623.0,450.0,0.7504061,653.0,492.0,0.8969475,390.0,337.0,0.8058577,392.0,352.0,0.7977518,226.0,442.0,0.7261646,210.0,468.0,0.7992631,196.0,281.0,0.6654576,172.0,285.0,0.5433373,0,KneePushUp
KneePushUp/intro-1600460687 - Copy.jpg,749.0,248.0,0.72112864,759.0,229.0,0.6731639,760.0,227.0,0.6633366,730.0,188.0,0.7852572,728.0,190.0,0.853017,624.0,212.0,0.9021605,628.0,213.0,0.89564097,604.0,346.0,0.57734746,624.0,361.0,0.77783096,623.0,450.0,0.7504061,653.0,492.0,0.8969475,390.0,337.0,0.8058577,392.0,352.0,0.7977518,226.0,442.0,0.7261646,210.0,468.0,0.7992631,196.0,281.0,0.6654576,172.0,285.0,0.5433373,0,KneePushUp
KneePushUp/intro-1600460687.jpg,749.0,248.0,0.72112864,759.0,229.0,0.6731639,760.0,227.0,0.6633366,730.0,188.0,0.7852572,728.0,190.0,0.853017,624.0,212.0,0.9021605,628.0,213.0,0.89564097,604.0,346.0,0.57734746,624.0,361.0,0.77783096,623.0,450.0,0.7504061,653.0,492.0,0.8969475,390.0,337.0,0.8058577,392.0,352.0,0.7977518,226.0,442.0,0.7261646,210.0,468.0,0.7992631,196.0,281.0,0.6654576,172.0,285.0,0.5433373,0,KneePushUp
KneePushUp/istockphoto-1026694846-170667a - Copy (3).jpg,144.0,177.0,0.6467674,141.0,169.0,0.69653004,141.0,170.0,0.6074753,160.0,152.0,0.8917126,156.0,154.0,0.55826527,205.0,165.0,0.6395802,180.0,179.0,0.71401876,203.0,245.0,0.8760486,178.0,238.0,0.92569053,188.0,307.0,0.75913715,161.0,288.0,0.75831425,317.0,214.0,0.87847006,309.0,223.0,0.82767457,383.0,295.0,0.8286123,369.0,289.0,0.8334943,424.0,213.0,0.68250096,414.0,213.0,0.81271064,0,KneePushUp
KneePushUp/istockphoto-1026694846-170667a - Copy (4).jpg,144.0,177.0,0.6467674,141.0,169.0,0.69653004,141.0,170.0,0.6074753,160.0,152.0,0.8917126,156.0,154.0,0.55826527,205.0,165.0,0.6395802,180.0,179.0,0.71401876,203.0,245.0,0.8760486,178.0,238.0,0.92569053,188.0,307.0,0.75913715,161.0,288.0,0.75831425,317.0,214.0,0.87847006,309.0,223.0,0.82767457,383.0,295.0,0.8286123,369.0,289.0,0.8334943,424.0,213.0,0.68250096,414.0,213.0,0.81271064,0,KneePushUp
KneePushUp/istockphoto-1026694846-170667a - Copy (5).jpg,144.0,177.0,0.6467674,141.0,169.0,0.69653004,141.0,170.0,0.6074753,160.0,152.0,0.8917126,156.0,154.0,0.55826527,205.0,165.0,0.6395802,180.0,179.0,0.71401876,203.0,245.0,0.8760486,178.0,238.0,0.92569053,188.0,307.0,0.75913715,161.0,288.0,0.75831425,317.0,214.0,0.87847006,309.0,223.0,0.82767457,383.0,295.0,0.8286123,369.0,289.0,0.8334943,424.0,213.0,0.68250096,414.0,213.0,0.81271064,0,KneePushUp
KneePushUp/istockphoto-1026694846-170667a - Copy (6).jpg,144.0,177.0,0.6467674,141.0,169.0,0.69653004,141.0,170.0,0.6074753,160.0,152.0,0.8917126,156.0,154.0,0.55826527,205.0,165.0,0.6395802,180.0,179.0,0.71401876,203.0,245.0,0.8760486,178.0,238.0,0.92569053,188.0,307.0,0.75913715,161.0,288.0,0.75831425,317.0,214.0,0.87847006,309.0,223.0,0.82767457,383.0,295.0,0.8286123,369.0,289.0,0.8334943,424.0,213.0,0.68250096,414.0,213.0,0.81271064,0,KneePushUp
KneePushUp/istockphoto-1026694846-170667a - Copy.jpg,144.0,177.0,0.6467674,141.0,169.0,0.69653004,141.0,170.0,0.6074753,160.0,152.0,0.8917126,156.0,154.0,0.55826527,205.0,165.0,0.6395802,180.0,179.0,0.71401876,203.0,245.0,0.8760486,178.0,238.0,0.92569053,188.0,307.0,0.75913715,161.0,288.0,0.75831425,317.0,214.0,0.87847006,309.0,223.0,0.82767457,383.0,295.0,0.8286123,369.0,289.0,0.8334943,424.0,213.0,0.68250096,414.0,213.0,0.81271064,0,KneePushUp
KneePushUp/istockphoto-1026694846-170667a.jpg,144.0,177.0,0.6467674,141.0,169.0,0.69653004,141.0,170.0,0.6074753,160.0,152.0,0.8917126,156.0,154.0,0.55826527,205.0,165.0,0.6395802,180.0,179.0,0.71401876,203.0,245.0,0.8760486,178.0,238.0,0.92569053,188.0,307.0,0.75913715,161.0,288.0,0.75831425,317.0,214.0,0.87847006,309.0,223.0,0.82767457,383.0,295.0,0.8286123,369.0,289.0,0.8334943,424.0,213.0,0.68250096,414.0,213.0,0.81271064,0,KneePushUp
KneePushUp/istockphoto-482342818-612x612 - Copy (2).jpg,100.0,257.0,0.7027705,89.0,248.0,0.76702946,90.0,249.0,0.7724371,91.0,215.0,0.86841506,90.0,216.0,0.8043743,139.0,184.0,0.83927286,137.0,184.0,0.62873447,160.0,238.0,0.5940103,160.0,235.0,0.50575304,149.0,307.0,0.6321544,153.0,294.0,0.4407467,321.0,184.0,0.81185496,322.0,182.0,0.6033935,442.0,284.0,0.7469754,439.0,271.0,0.8240733,502.0,146.0,0.57910764,501.0,145.0,0.8904942,0,KneePushUp
KneePushUp/istockphoto-482342818-612x612 - Copy (3).jpg,100.0,257.0,0.7027705,89.0,248.0,0.76702946,90.0,249.0,0.7724371,91.0,215.0,0.86841506,90.0,216.0,0.8043743,139.0,184.0,0.83927286,137.0,184.0,0.62873447,160.0,238.0,0.5940103,160.0,235.0,0.50575304,149.0,307.0,0.6321544,153.0,294.0,0.4407467,321.0,184.0,0.81185496,322.0,182.0,0.6033935,442.0,284.0,0.7469754,439.0,271.0,0.8240733,502.0,146.0,0.57910764,501.0,145.0,0.8904942,0,KneePushUp
KneePushUp/istockphoto-482342818-612x612 - Copy (4).jpg,100.0,257.0,0.7027705,89.0,248.0,0.76702946,90.0,249.0,0.7724371,91.0,215.0,0.86841506,90.0,216.0,0.8043743,139.0,184.0,0.83927286,137.0,184.0,0.62873447,160.0,238.0,0.5940103,160.0,235.0,0.50575304,149.0,307.0,0.6321544,153.0,294.0,0.4407467,321.0,184.0,0.81185496,322.0,182.0,0.6033935,442.0,284.0,0.7469754,439.0,271.0,0.8240733,502.0,146.0,0.57910764,501.0,145.0,0.8904942,0,KneePushUp
KneePushUp/istockphoto-482342818-612x612 - Copy (5).jpg,100.0,257.0,0.7027705,89.0,248.0,0.76702946,90.0,249.0,0.7724371,91.0,215.0,0.86841506,90.0,216.0,0.8043743,139.0,184.0,0.83927286,137.0,184.0,0.62873447,160.0,238.0,0.5940103,160.0,235.0,0.50575304,149.0,307.0,0.6321544,153.0,294.0,0.4407467,321.0,184.0,0.81185496,322.0,182.0,0.6033935,442.0,284.0,0.7469754,439.0,271.0,0.8240733,502.0,146.0,0.57910764,501.0,145.0,0.8904942,0,KneePushUp
KneePushUp/istockphoto-482342818-612x612 - Copy (6).jpg,100.0,257.0,0.7027705,89.0,248.0,0.76702946,90.0,249.0,0.7724371,91.0,215.0,0.86841506,90.0,216.0,0.8043743,139.0,184.0,0.83927286,137.0,184.0,0.62873447,160.0,238.0,0.5940103,160.0,235.0,0.50575304,149.0,307.0,0.6321544,153.0,294.0,0.4407467,321.0,184.0,0.81185496,322.0,182.0,0.6033935,442.0,284.0,0.7469754,439.0,271.0,0.8240733,502.0,146.0,0.57910764,501.0,145.0,0.8904942,0,KneePushUp
KneePushUp/istockphoto-482342818-612x612 - Copy (7).jpg,100.0,257.0,0.7027705,89.0,248.0,0.76702946,90.0,249.0,0.7724371,91.0,215.0,0.86841506,90.0,216.0,0.8043743,139.0,184.0,0.83927286,137.0,184.0,0.62873447,160.0,238.0,0.5940103,160.0,235.0,0.50575304,149.0,307.0,0.6321544,153.0,294.0,0.4407467,321.0,184.0,0.81185496,322.0,182.0,0.6033935,442.0,284.0,0.7469754,439.0,271.0,0.8240733,502.0,146.0,0.57910764,501.0,145.0,0.8904942,0,KneePushUp
KneePushUp/istockphoto-482342818-612x612 - Copy.jpg,100.0,257.0,0.7027705,89.0,248.0,0.76702946,90.0,249.0,0.7724371,91.0,215.0,0.86841506,90.0,216.0,0.8043743,139.0,184.0,0.83927286,137.0,184.0,0.62873447,160.0,238.0,0.5940103,160.0,235.0,0.50575304,149.0,307.0,0.6321544,153.0,294.0,0.4407467,321.0,184.0,0.81185496,322.0,182.0,0.6033935,442.0,284.0,0.7469754,439.0,271.0,0.8240733,502.0,146.0,0.57910764,501.0,145.0,0.8904942,0,KneePushUp
KneePushUp/istockphoto-92590299-612x612 - Copy (2).jpg,190.0,111.0,0.8563378,194.0,92.0,0.8755166,184.0,95.0,0.804294,234.0,70.0,0.8639548,215.0,75.0,0.7793139,311.0,125.0,0.7792053,229.0,124.0,0.90521276,318.0,252.0,0.80037105,240.0,213.0,0.87695634,317.0,354.0,0.8314692,235.0,293.0,0.6901269,407.0,220.0,0.83610386,368.0,220.0,0.74534917,460.0,276.0,0.78262335,430.0,269.0,0.68165445,512.0,192.0,0.86848164,491.0,182.0,0.4069087,0,KneePushUp
KneePushUp/istockphoto-92590299-612x612 - Copy (3).jpg,190.0,111.0,0.8563378,194.0,92.0,0.8755166,184.0,95.0,0.804294,234.0,70.0,0.8639548,215.0,75.0,0.7793139,311.0,125.0,0.7792053,229.0,124.0,0.90521276,318.0,252.0,0.80037105,240.0,213.0,0.87695634,317.0,354.0,0.8314692,235.0,293.0,0.6901269,407.0,220.0,0.83610386,368.0,220.0,0.74534917,460.0,276.0,0.78262335,430.0,269.0,0.68165445,512.0,192.0,0.86848164,491.0,182.0,0.4069087,0,KneePushUp
KneePushUp/istockphoto-92590299-612x612 - Copy (4).jpg,190.0,111.0,0.8563378,194.0,92.0,0.8755166,184.0,95.0,0.804294,234.0,70.0,0.8639548,215.0,75.0,0.7793139,311.0,125.0,0.7792053,229.0,124.0,0.90521276,318.0,252.0,0.80037105,240.0,213.0,0.87695634,317.0,354.0,0.8314692,235.0,293.0,0.6901269,407.0,220.0,0.83610386,368.0,220.0,0.74534917,460.0,276.0,0.78262335,430.0,269.0,0.68165445,512.0,192.0,0.86848164,491.0,182.0,0.4069087,0,KneePushUp
KneePushUp/istockphoto-92590299-612x612 - Copy (5).jpg,190.0,111.0,0.8563378,194.0,92.0,0.8755166,184.0,95.0,0.804294,234.0,70.0,0.8639548,215.0,75.0,0.7793139,311.0,125.0,0.7792053,229.0,124.0,0.90521276,318.0,252.0,0.80037105,240.0,213.0,0.87695634,317.0,354.0,0.8314692,235.0,293.0,0.6901269,407.0,220.0,0.83610386,368.0,220.0,0.74534917,460.0,276.0,0.78262335,430.0,269.0,0.68165445,512.0,192.0,0.86848164,491.0,182.0,0.4069087,0,KneePushUp
KneePushUp/istockphoto-92590299-612x612 - Copy.jpg,190.0,111.0,0.8563378,194.0,92.0,0.8755166,184.0,95.0,0.804294,234.0,70.0,0.8639548,215.0,75.0,0.7793139,311.0,125.0,0.7792053,229.0,124.0,0.90521276,318.0,252.0,0.80037105,240.0,213.0,0.87695634,317.0,354.0,0.8314692,235.0,293.0,0.6901269,407.0,220.0,0.83610386,368.0,220.0,0.74534917,460.0,276.0,0.78262335,430.0,269.0,0.68165445,512.0,192.0,0.86848164,491.0,182.0,0.4069087,0,KneePushUp
KneePushUp/istockphoto-92590299-612x612.jpg,190.0,111.0,0.8563378,194.0,92.0,0.8755166,184.0,95.0,0.804294,234.0,70.0,0.8639548,215.0,75.0,0.7793139,311.0,125.0,0.7792053,229.0,124.0,0.90521276,318.0,252.0,0.80037105,240.0,213.0,0.87695634,317.0,354.0,0.8314692,235.0,293.0,0.6901269,407.0,220.0,0.83610386,368.0,220.0,0.74534917,460.0,276.0,0.78262335,430.0,269.0,0.68165445,512.0,192.0,0.86848164,491.0,182.0,0.4069087,0,KneePushUp
KneePushUp/knee-push-ups - Copy (2).jpg,590.0,135.0,0.64616734,595.0,122.0,0.9119061,595.0,121.0,0.88897014,575.0,101.0,0.85125566,574.0,101.0,0.83618736,512.0,109.0,0.9020878,527.0,121.0,0.7558094,509.0,214.0,0.7807618,526.0,225.0,0.9180044,516.0,284.0,0.81035846,533.0,312.0,0.93047523,370.0,195.0,0.76598907,373.0,201.0,0.6522666,268.0,278.0,0.8750484,267.0,292.0,0.8443308,222.0,173.0,0.5720838,222.0,165.0,0.80652964,0,KneePushUp
KneePushUp/knee-push-ups - Copy (3).jpg,590.0,135.0,0.64616734,595.0,122.0,0.9119061,595.0,121.0,0.88897014,575.0,101.0,0.85125566,574.0,101.0,0.83618736,512.0,109.0,0.9020878,527.0,121.0,0.7558094,509.0,214.0,0.7807618,526.0,225.0,0.9180044,516.0,284.0,0.81035846,533.0,312.0,0.93047523,370.0,195.0,0.76598907,373.0,201.0,0.6522666,268.0,278.0,0.8750484,267.0,292.0,0.8443308,222.0,173.0,0.5720838,222.0,165.0,0.80652964,0,KneePushUp
KneePushUp/knee-push-ups - Copy (4).jpg,590.0,135.0,0.64616734,595.0,122.0,0.9119061,595.0,121.0,0.88897014,575.0,101.0,0.85125566,574.0,101.0,0.83618736,512.0,109.0,0.9020878,527.0,121.0,0.7558094,509.0,214.0,0.7807618,526.0,225.0,0.9180044,516.0,284.0,0.81035846,533.0,312.0,0.93047523,370.0,195.0,0.76598907,373.0,201.0,0.6522666,268.0,278.0,0.8750484,267.0,292.0,0.8443308,222.0,173.0,0.5720838,222.0,165.0,0.80652964,0,KneePushUp
KneePushUp/knee-push-ups - Copy (5).jpg,590.0,135.0,0.64616734,595.0,122.0,0.9119061,595.0,121.0,0.88897014,575.0,101.0,0.85125566,574.0,101.0,0.83618736,512.0,109.0,0.9020878,527.0,121.0,0.7558094,509.0,214.0,0.7807618,526.0,225.0,0.9180044,516.0,284.0,0.81035846,533.0,312.0,0.93047523,370.0,195.0,0.76598907,373.0,201.0,0.6522666,268.0,278.0,0.8750484,267.0,292.0,0.8443308,222.0,173.0,0.5720838,222.0,165.0,0.80652964,0,KneePushUp
KneePushUp/knee-push-ups - Copy (6).jpg,590.0,135.0,0.64616734,595.0,122.0,0.9119061,595.0,121.0,0.88897014,575.0,101.0,0.85125566,574.0,101.0,0.83618736,512.0,109.0,0.9020878,527.0,121.0,0.7558094,509.0,214.0,0.7807618,526.0,225.0,0.9180044,516.0,284.0,0.81035846,533.0,312.0,0.93047523,370.0,195.0,0.76598907,373.0,201.0,0.6522666,268.0,278.0,0.8750484,267.0,292.0,0.8443308,222.0,173.0,0.5720838,222.0,165.0,0.80652964,0,KneePushUp
KneePushUp/knee-push-ups - Copy (7).jpg,590.0,135.0,0.64616734,595.0,122.0,0.9119061,595.0,121.0,0.88897014,575.0,101.0,0.85125566,574.0,101.0,0.83618736,512.0,109.0,0.9020878,527.0,121.0,0.7558094,509.0,214.0,0.7807618,526.0,225.0,0.9180044,516.0,284.0,0.81035846,533.0,312.0,0.93047523,370.0,195.0,0.76598907,373.0,201.0,0.6522666,268.0,278.0,0.8750484,267.0,292.0,0.8443308,222.0,173.0,0.5720838,222.0,165.0,0.80652964,0,KneePushUp
KneePushUp/knee-push-ups - Copy.jpg,590.0,135.0,0.64616734,595.0,122.0,0.9119061,595.0,121.0,0.88897014,575.0,101.0,0.85125566,574.0,101.0,0.83618736,512.0,109.0,0.9020878,527.0,121.0,0.7558094,509.0,214.0,0.7807618,526.0,225.0,0.9180044,516.0,284.0,0.81035846,533.0,312.0,0.93047523,370.0,195.0,0.76598907,373.0,201.0,0.6522666,268.0,278.0,0.8750484,267.0,292.0,0.8443308,222.0,173.0,0.5720838,222.0,165.0,0.80652964,0,KneePushUp
KneePushUp/knee-push-ups.jpg,590.0,135.0,0.64616734,595.0,122.0,0.9119061,595.0,121.0,0.88897014,575.0,101.0,0.85125566,574.0,101.0,0.83618736,512.0,109.0,0.9020878,527.0,121.0,0.7558094,509.0,214.0,0.7807618,526.0,225.0,0.9180044,516.0,284.0,0.81035846,533.0,312.0,0.93047523,370.0,195.0,0.76598907,373.0,201.0,0.6522666,268.0,278.0,0.8750484,267.0,292.0,0.8443308,222.0,173.0,0.5720838,222.0,165.0,0.80652964,0,KneePushUp
KneePushUp/l-intro-1600460687 - Copy (2).jpg,1201.0,398.0,0.6300476,1217.0,367.0,0.80021536,1217.0,364.0,0.7615218,1170.0,303.0,0.7222643,1167.0,305.0,0.78561676,1000.0,337.0,0.9240857,1009.0,337.0,0.80406046,968.0,557.0,0.5677966,1000.0,577.0,0.7708807,997.0,721.0,0.7163776,1045.0,788.0,0.9303833,617.0,544.0,0.8680862,624.0,567.0,0.8067616,362.0,713.0,0.7891946,336.0,749.0,0.83359617,313.0,456.0,0.5851611,274.0,464.0,0.52285224,0,KneePushUp
KneePushUp/l-intro-1600460687 - Copy (5).jpg,1201.0,398.0,0.6300476,1217.0,367.0,0.80021536,1217.0,364.0,0.7615218,1170.0,303.0,0.7222643,1167.0,305.0,0.78561676,1000.0,337.0,0.9240857,1009.0,337.0,0.80406046,968.0,557.0,0.5677966,1000.0,577.0,0.7708807,997.0,721.0,0.7163776,1045.0,788.0,0.9303833,617.0,544.0,0.8680862,624.0,567.0,0.8067616,362.0,713.0,0.7891946,336.0,749.0,0.83359617,313.0,456.0,0.5851611,274.0,464.0,0.52285224,0,KneePushUp
KneePushUp/l-intro-1600460687 - Copy (6).jpg,1201.0,398.0,0.6300476,1217.0,367.0,0.80021536,1217.0,364.0,0.7615218,1170.0,303.0,0.7222643,1167.0,305.0,0.78561676,1000.0,337.0,0.9240857,1009.0,337.0,0.80406046,968.0,557.0,0.5677966,1000.0,577.0,0.7708807,997.0,721.0,0.7163776,1045.0,788.0,0.9303833,617.0,544.0,0.8680862,624.0,567.0,0.8067616,362.0,713.0,0.7891946,336.0,749.0,0.83359617,313.0,456.0,0.5851611,274.0,464.0,0.52285224,0,KneePushUp
KneePushUp/l-intro-1600460687 - Copy (7).jpg,1201.0,398.0,0.6300476,1217.0,367.0,0.80021536,1217.0,364.0,0.7615218,1170.0,303.0,0.7222643,1167.0,305.0,0.78561676,1000.0,337.0,0.9240857,1009.0,337.0,0.80406046,968.0,557.0,0.5677966,1000.0,577.0,0.7708807,997.0,721.0,0.7163776,1045.0,788.0,0.9303833,617.0,544.0,0.8680862,624.0,567.0,0.8067616,362.0,713.0,0.7891946,336.0,749.0,0.83359617,313.0,456.0,0.5851611,274.0,464.0,0.52285224,0,KneePushUp
KneePushUp/l-intro-1600460687 - Copy (8).jpg,1201.0,398.0,0.6300476,1217.0,367.0,0.80021536,1217.0,364.0,0.7615218,1170.0,303.0,0.7222643,1167.0,305.0,0.78561676,1000.0,337.0,0.9240857,1009.0,337.0,0.80406046,968.0,557.0,0.5677966,1000.0,577.0,0.7708807,997.0,721.0,0.7163776,1045.0,788.0,0.9303833,617.0,544.0,0.8680862,624.0,567.0,0.8067616,362.0,713.0,0.7891946,336.0,749.0,0.83359617,313.0,456.0,0.5851611,274.0,464.0,0.52285224,0,KneePushUp
KneePushUp/l-intro-1600460687 - Copy.jpg,1201.0,398.0,0.6300476,1217.0,367.0,0.80021536,1217.0,364.0,0.7615218,1170.0,303.0,0.7222643,1167.0,305.0,0.78561676,1000.0,337.0,0.9240857,1009.0,337.0,0.80406046,968.0,557.0,0.5677966,1000.0,577.0,0.7708807,997.0,721.0,0.7163776,1045.0,788.0,0.9303833,617.0,544.0,0.8680862,624.0,567.0,0.8067616,362.0,713.0,0.7891946,336.0,749.0,0.83359617,313.0,456.0,0.5851611,274.0,464.0,0.52285224,0,KneePushUp
KneePushUp/l-intro-1600460687.jpg,1201.0,398.0,0.6300476,1217.0,367.0,0.80021536,1217.0,364.0,0.7615218,1170.0,303.0,0.7222643,1167.0,305.0,0.78561676,1000.0,337.0,0.9240857,1009.0,337.0,0.80406046,968.0,557.0,0.5677966,1000.0,577.0,0.7708807,997.0,721.0,0.7163776,1045.0,788.0,0.9303833,617.0,544.0,0.8680862,624.0,567.0,0.8067616,362.0,713.0,0.7891946,336.0,749.0,0.83359617,313.0,456.0,0.5851611,274.0,464.0,0.52285224,0,KneePushUp
KneePushUp/modified-knee-push-ups-exercise-vector-34861756 - Copy (2).jpg,797.0,598.0,0.80483115,803.0,581.0,0.75037426,803.0,581.0,0.7722411,776.0,557.0,0.8775983,775.0,557.0,0.90810895,690.0,581.0,0.75178885,690.0,590.0,0.7665197,674.0,700.0,0.74700844,671.0,710.0,0.5632358,688.0,793.0,0.7112819,681.0,824.0,0.7492605,485.0,657.0,0.9050386,481.0,659.0,0.88968766,370.0,787.0,0.73449373,354.0,802.0,0.7780809,263.0,663.0,0.80067396,240.0,665.0,0.70671725,0,KneePushUp
